job_title,company_location,datePublication,job_category,city,country,ID,Year,Month,Day,level,job_category_id,level_id
Business Intelligence Consultant,Tunis Tunis Tunisia,2022-10-15,Business Intelligence Analyst,Tunis Tunis,Tunisia,1,2022,October,15,Not Specified,4,4
Business Data Analyst,Johannesburg Gauteng South Africa,2022-10-13,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,October,13,Not Specified,1,4
Senior Data Analyst,Egypt,2022-10-24,Data Analyst,Egypt,Unknown,1,2022,October,24,Senior,1,2
Data Analyst,East London Eastern Cape South Africa,2022-11-10,Data Analyst,East London Eastern Cape,South Africa,1,2022,November,10,Not Specified,1,4
Data Analyst (Fraud Division),Cape Town Western Cape South Africa,2022-11-15,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,15,Not Specified,1,4
Data Analyst,Johannesburg Gauteng South Africa,2022-10-12,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,October,12,Not Specified,1,4
DATA ANALYST,Munya Gen North Bank Division The Gambia,2022-10-29,Data Analyst,Munya Gen North Bank Division The Gambia,Unknown,1,2022,October,29,Not Specified,1,4
Data Analyst at Datonomy Solutions,Randburg Gauteng South Africa,2022-11-22,Data Analyst,Randburg Gauteng,South Africa,1,2022,November,22,Not Specified,1,4
Data Analyst,Johannesburg Gauteng South Africa,2022-11-22,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,22,Not Specified,1,4
Junior / Graduate Data Engineer,South East South-East District Botswana,2022-11-20,Data Engineer,South East South-East District Botswana,Unknown,1,2022,November,20,Junior,9,1
Data Analyst,Cairo Cairo Egypt,2022-11-18,Data Analyst,Cairo Cairo,Egypt,1,2022,November,18,Not Specified,1,4
Data Analyst,Nairobi County Kenya,2022-11-01,Data Analyst,Nairobi County,Kenya,1,2022,November,1,Not Specified,1,4
Data Analyst (Credit Risk),Cape Town Western Cape South Africa,2022-11-21,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,21,Not Specified,1,4
Data Analyst,Nairobi Nairobi County Kenya,2022-11-01,Data Analyst,Nairobi Nairobi County,Kenya,1,2022,November,1,Not Specified,1,4
Data Analyst,City of Johannesburg Gauteng South Africa,2022-10-27,Data Analyst,City of Johannesburg Gauteng,South Africa,1,2022,October,27,Not Specified,1,4
Data Analyst,Giza Al Jizah Egypt,2022-11-10,Data Analyst,Giza Al Jizah,Egypt,1,2022,November,10,Not Specified,1,4
Data Analyst,South East South-East District Botswana,2022-11-22,Data Analyst,South East South-East District Botswana,Unknown,1,2022,November,22,Not Specified,1,4
Data Analyst,Dakar Dakar Region Senegal,2022-11-23,Data Analyst,Dakar Dakar Region,Senegal,1,2022,November,23,Not Specified,1,4
Data Analyst - Junior,Nzalae/ Nzawa locations Kitui County Kenya,2022-10-24,Data Analyst,Nzalae/ Nzawa locations Kitui County,Kenya,1,2022,October,24,Junior,1,1
Data Analyst,Johannesburg Gauteng South Africa,2022-11-22,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,22,Not Specified,1,4
Data Analyst,Cairo Cairo Egypt,2022-09-18,Data Analyst,Cairo Cairo,Egypt,1,2022,September,18,Not Specified,1,4
Junior Data Analyst,Centurion Gauteng South Africa,2022-11-21,Data Analyst,Centurion Gauteng,South Africa,1,2022,November,21,Junior,1,1
Data Analyst,Cape Town Western Cape South Africa,2022-10-22,Data Analyst,Cape Town Western Cape,South Africa,1,2022,October,22,Not Specified,1,4
Data Analyst,Sousse Sousse Tunisia,2022-11-23,Data Analyst,Sousse Sousse,Tunisia,1,2022,November,23,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst,Rustenburg North-West South Africa,2022-10-19,Data Analyst,Rustenburg North-West,South Africa,1,2022,October,19,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst Graduate,Johannesburg Gauteng South Africa,2022-11-04,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,4,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst,South East South-East District Botswana,2022-10-17,Data Analyst,South East South-East District Botswana,Unknown,1,2022,October,17,Not Specified,1,4
Data Analyst,Nairobi County Kenya,2022-11-22,Data Analyst,Nairobi County,Kenya,1,2022,November,22,Not Specified,1,4
Data analyst / SQL Developer,South East South-East District Botswana,2022-11-01,Developer,South East South-East District Botswana,Unknown,1,2022,November,1,Not Specified,10,4
Group Data Analyst,South-East District Botswana,2022-11-12,Data Analyst,South-East District Botswana,Unknown,1,2022,November,12,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-08,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,8,Not Specified,1,4
Data Analyst,South East South-East District Botswana,2022-11-14,Data Analyst,South East South-East District Botswana,Unknown,1,2022,November,14,Not Specified,1,4
Data Engineer Intern - Machine learning,Casablanca Casablanca-Settat Morocco,2022-11-23,Data Engineer,Casablanca Casablanca-Settat,Morocco,1,2022,November,23,Not Specified,9,4
Analytics Specialist,Johannesburg Gauteng South Africa,2022-11-23,Other,Johannesburg Gauteng,South Africa,1,2022,November,23,Not Specified,3,4
Junior Data Analyst,Centurion Gauteng South Africa,2022-11-21,Data Analyst,Centurion Gauteng,South Africa,1,2022,November,21,Junior,1,1
Data Analyst Graduate,Johannesburg Gauteng South Africa,2022-11-04,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,4,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-10-24,Data Analyst,Cape Town Western Cape,South Africa,1,2022,October,24,Not Specified,1,4
Insight Analyst / Data Analyst,South East South-East District Botswana,2022-11-14,Data Analyst,South East South-East District Botswana,Unknown,1,2022,November,14,Not Specified,1,4
BI Analyst,Johannesburg Gauteng South Africa,2022-11-08,Business Intelligence Analyst,Johannesburg Gauteng,South Africa,1,2022,November,8,Not Specified,4,4
Data Quality Analyst,Southwest Burkina Faso,2022-11-10,Data Analyst,Southwest Burkina Faso,Unknown,1,2022,November,10,Not Specified,1,4
Data Analyst,Johannesburg Gauteng South Africa,2022-10-04,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,October,4,Not Specified,1,4
Data Analyst,South East South-East District Botswana,2022-11-22,Data Analyst,South East South-East District Botswana,Unknown,1,2022,November,22,Not Specified,1,4
BI Specialist At Vodafone Ghana,Accra Greater Accra Region Ghana,2022-10-25,Business Intelligence Analyst,Accra Greater Accra Region,Ghana,1,2022,October,25,Not Specified,4,4
Analyst Data Science,Egypt,2022-11-23,Data Scientist,Egypt,Unknown,1,2022,November,23,Not Specified,2,4
Data Analyst At IITA (Tamale),Ghana,2022-08-28,Data Analyst,Ghana,Unknown,1,2022,August,28,Not Specified,1,4
Data Engineer/,Casablanca Casablanca-Settat Morocco,2022-11-23,Data Engineer,Casablanca Casablanca-Settat,Morocco,1,2022,November,23,Not Specified,9,4
Business Intelligence Consultant,Tunis Tunis Tunisia,2022-10-15,Business Intelligence Analyst,Tunis Tunis,Tunisia,1,2022,October,15,Not Specified,4,4
Business Data Analyst,Johannesburg Gauteng South Africa,2022-10-13,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,October,13,Not Specified,1,4
Senior Data Analyst,Egypt,2022-10-24,Data Analyst,Egypt,Unknown,1,2022,October,24,Senior,1,2
Data Analyst,East London Eastern Cape South Africa,2022-11-10,Data Analyst,East London Eastern Cape,South Africa,1,2022,November,10,Not Specified,1,4
Data Analyst (Fraud Division),Cape Town Western Cape South Africa,2022-11-15,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,15,Not Specified,1,4
Data Analyst,Johannesburg Gauteng South Africa,2022-10-12,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,October,12,Not Specified,1,4
DATA ANALYST,Munya Gen North Bank Division The Gambia,2022-10-29,Data Analyst,Munya Gen North Bank Division The Gambia,Unknown,1,2022,October,29,Not Specified,1,4
Data Analyst at Datonomy Solutions,Randburg Gauteng South Africa,2022-11-22,Data Analyst,Randburg Gauteng,South Africa,1,2022,November,22,Not Specified,1,4
Data Analyst,Johannesburg Gauteng South Africa,2022-11-22,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,22,Not Specified,1,4
Junior / Graduate Data Engineer,South East South-East District Botswana,2022-11-20,Data Engineer,South East South-East District Botswana,Unknown,1,2022,November,20,Junior,9,1
Data Analyst,Cairo Cairo Egypt,2022-11-18,Data Analyst,Cairo Cairo,Egypt,1,2022,November,18,Not Specified,1,4
Data Analyst,Nairobi County Kenya,2022-11-01,Data Analyst,Nairobi County,Kenya,1,2022,November,1,Not Specified,1,4
Data Analyst (Credit Risk),Cape Town Western Cape South Africa,2022-11-21,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,21,Not Specified,1,4
Data Analyst,Nairobi Nairobi County Kenya,2022-11-01,Data Analyst,Nairobi Nairobi County,Kenya,1,2022,November,1,Not Specified,1,4
Data Analyst,City of Johannesburg Gauteng South Africa,2022-10-27,Data Analyst,City of Johannesburg Gauteng,South Africa,1,2022,October,27,Not Specified,1,4
Data Analyst,Giza Al Jizah Egypt,2022-11-10,Data Analyst,Giza Al Jizah,Egypt,1,2022,November,10,Not Specified,1,4
Data Analyst,Dakar Dakar Region Senegal,2022-11-23,Data Analyst,Dakar Dakar Region,Senegal,1,2022,November,23,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst,Cairo Cairo Egypt,2022-09-18,Data Analyst,Cairo Cairo,Egypt,1,2022,September,18,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-10-22,Data Analyst,Cape Town Western Cape,South Africa,1,2022,October,22,Not Specified,1,4
Data Analyst,Johannesburg Gauteng South Africa,2022-11-22,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,22,Not Specified,1,4
Data Analyst,Sousse Sousse Tunisia,2022-11-23,Data Analyst,Sousse Sousse,Tunisia,1,2022,November,23,Not Specified,1,4
Data Analyst,South East South-East District Botswana,2022-11-22,Data Analyst,South East South-East District Botswana,Unknown,1,2022,November,22,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst - Junior,Nzalae/ Nzawa locations Kitui County Kenya,2022-10-24,Data Analyst,Nzalae/ Nzawa locations Kitui County,Kenya,1,2022,October,24,Junior,1,1
Junior Data Analyst,Centurion Gauteng South Africa,2022-11-21,Data Analyst,Centurion Gauteng,South Africa,1,2022,November,21,Junior,1,1
Data Analyst Graduate,Johannesburg Gauteng South Africa,2022-11-04,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,4,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst,South East South-East District Botswana,2022-10-17,Data Analyst,South East South-East District Botswana,Unknown,1,2022,October,17,Not Specified,1,4
Data Analyst,Nairobi County Kenya,2022-11-22,Data Analyst,Nairobi County,Kenya,1,2022,November,22,Not Specified,1,4
Data analyst / SQL Developer,South East South-East District Botswana,2022-11-01,Developer,South East South-East District Botswana,Unknown,1,2022,November,1,Not Specified,10,4
Group Data Analyst,South-East District Botswana,2022-11-12,Data Analyst,South-East District Botswana,Unknown,1,2022,November,12,Not Specified,1,4
Data Analyst (JHB),Johannesburg Gauteng South Africa,2022-11-16,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-08,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,8,Not Specified,1,4
Data Analyst HF,Prefecture of Casablanca Casablanca-Settat Morocco,2022-11-22,Data Analyst,Prefecture of Casablanca Casablanca-Settat,Morocco,1,2022,November,22,Not Specified,1,4
Data Analyst,Cairo Cairo Egypt,2022-11-18,Data Analyst,Cairo Cairo,Egypt,1,2022,November,18,Not Specified,1,4
Data Analyst,Nairobi County Kenya,2022-11-01,Data Analyst,Nairobi County,Kenya,1,2022,November,1,Not Specified,1,4
Data Analyst (Credit Risk),Cape Town Western Cape South Africa,2022-11-21,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,21,Not Specified,1,4
Data Analyst,Nairobi Nairobi County Kenya,2022-11-01,Data Analyst,Nairobi Nairobi County,Kenya,1,2022,November,1,Not Specified,1,4
Data Analyst,City of Johannesburg Gauteng South Africa,2022-10-27,Data Analyst,City of Johannesburg Gauteng,South Africa,1,2022,October,27,Not Specified,1,4
Data Analyst,Giza Al Jizah Egypt,2022-11-10,Data Analyst,Giza Al Jizah,Egypt,1,2022,November,10,Not Specified,1,4
Data Analyst,Dakar Dakar Region Senegal,2022-11-23,Data Analyst,Dakar Dakar Region,Senegal,1,2022,November,23,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst,Cairo Cairo Egypt,2022-09-18,Data Analyst,Cairo Cairo,Egypt,1,2022,September,18,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-10-22,Data Analyst,Cape Town Western Cape,South Africa,1,2022,October,22,Not Specified,1,4
Data Analyst,Johannesburg Gauteng South Africa,2022-11-22,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,22,Not Specified,1,4
Data Analyst,Sousse Sousse Tunisia,2022-11-23,Data Analyst,Sousse Sousse,Tunisia,1,2022,November,23,Not Specified,1,4
Data Analyst,South East South-East District Botswana,2022-11-22,Data Analyst,South East South-East District Botswana,Unknown,1,2022,November,22,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst - Junior,Nzalae/ Nzawa locations Kitui County Kenya,2022-10-24,Data Analyst,Nzalae/ Nzawa locations Kitui County,Kenya,1,2022,October,24,Junior,1,1
Junior Data Analyst,Centurion Gauteng South Africa,2022-11-21,Data Analyst,Centurion Gauteng,South Africa,1,2022,November,21,Junior,1,1
Data Analyst Graduate,Johannesburg Gauteng South Africa,2022-11-04,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,4,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst,South East South-East District Botswana,2022-10-17,Data Analyst,South East South-East District Botswana,Unknown,1,2022,October,17,Not Specified,1,4
Data Analyst,Nairobi County Kenya,2022-11-22,Data Analyst,Nairobi County,Kenya,1,2022,November,22,Not Specified,1,4
Data analyst / SQL Developer,South East South-East District Botswana,2022-11-01,Developer,South East South-East District Botswana,Unknown,1,2022,November,1,Not Specified,10,4
Group Data Analyst,South-East District Botswana,2022-11-12,Data Analyst,South-East District Botswana,Unknown,1,2022,November,12,Not Specified,1,4
Data Analyst (JHB),Johannesburg Gauteng South Africa,2022-11-16,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-08,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,8,Not Specified,1,4
Data Analyst HF,Prefecture of Casablanca Casablanca-Settat Morocco,2022-11-22,Data Analyst,Prefecture of Casablanca Casablanca-Settat,Morocco,1,2022,November,22,Not Specified,1,4
Data Analyst,Cairo Cairo Egypt,2022-11-18,Data Analyst,Cairo Cairo,Egypt,1,2022,November,18,Not Specified,1,4
Data Analyst,Nairobi County Kenya,2022-11-01,Data Analyst,Nairobi County,Kenya,1,2022,November,1,Not Specified,1,4
Data Analyst (Credit Risk),Cape Town Western Cape South Africa,2022-11-21,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,21,Not Specified,1,4
Data Analyst,Nairobi Nairobi County Kenya,2022-11-01,Data Analyst,Nairobi Nairobi County,Kenya,1,2022,November,1,Not Specified,1,4
Data Analyst,City of Johannesburg Gauteng South Africa,2022-10-27,Data Analyst,City of Johannesburg Gauteng,South Africa,1,2022,October,27,Not Specified,1,4
Data Analyst,Giza Al Jizah Egypt,2022-11-10,Data Analyst,Giza Al Jizah,Egypt,1,2022,November,10,Not Specified,1,4
Data Analyst,South East South-East District Botswana,2022-11-22,Data Analyst,South East South-East District Botswana,Unknown,1,2022,November,22,Not Specified,1,4
Data Analyst,Dakar Dakar Region Senegal,2022-11-23,Data Analyst,Dakar Dakar Region,Senegal,1,2022,November,23,Not Specified,1,4
Data Analyst - Junior,Nzalae/ Nzawa locations Kitui County Kenya,2022-10-24,Data Analyst,Nzalae/ Nzawa locations Kitui County,Kenya,1,2022,October,24,Junior,1,1
Data Analyst,Johannesburg Gauteng South Africa,2022-11-22,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,22,Not Specified,1,4
Data Analyst,Cairo Cairo Egypt,2022-09-18,Data Analyst,Cairo Cairo,Egypt,1,2022,September,18,Not Specified,1,4
Junior Data Analyst,Centurion Gauteng South Africa,2022-11-21,Data Analyst,Centurion Gauteng,South Africa,1,2022,November,21,Junior,1,1
Data Analyst,Cape Town Western Cape South Africa,2022-10-22,Data Analyst,Cape Town Western Cape,South Africa,1,2022,October,22,Not Specified,1,4
Data Analyst,Sousse Sousse Tunisia,2022-11-23,Data Analyst,Sousse Sousse,Tunisia,1,2022,November,23,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst,Rustenburg North-West South Africa,2022-10-19,Data Analyst,Rustenburg North-West,South Africa,1,2022,October,19,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst Graduate,Johannesburg Gauteng South Africa,2022-11-04,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,4,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst,South East South-East District Botswana,2022-10-17,Data Analyst,South East South-East District Botswana,Unknown,1,2022,October,17,Not Specified,1,4
Data Analyst,Nairobi County Kenya,2022-11-22,Data Analyst,Nairobi County,Kenya,1,2022,November,22,Not Specified,1,4
Data analyst / SQL Developer,South East South-East District Botswana,2022-11-01,Developer,South East South-East District Botswana,Unknown,1,2022,November,1,Not Specified,10,4
Group Data Analyst,South-East District Botswana,2022-11-12,Data Analyst,South-East District Botswana,Unknown,1,2022,November,12,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-08,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,8,Not Specified,1,4
Data Analyst,South East South-East District Botswana,2022-11-14,Data Analyst,South East South-East District Botswana,Unknown,1,2022,November,14,Not Specified,1,4
Data Analyst,Cairo Cairo Egypt,2022-11-18,Data Analyst,Cairo Cairo,Egypt,1,2022,November,18,Not Specified,1,4
Data Analyst,Nairobi County Kenya,2022-11-01,Data Analyst,Nairobi County,Kenya,1,2022,November,1,Not Specified,1,4
Data Analyst (Credit Risk),Cape Town Western Cape South Africa,2022-11-21,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,21,Not Specified,1,4
Data Analyst,Nairobi Nairobi County Kenya,2022-11-01,Data Analyst,Nairobi Nairobi County,Kenya,1,2022,November,1,Not Specified,1,4
Data Analyst,City of Johannesburg Gauteng South Africa,2022-10-27,Data Analyst,City of Johannesburg Gauteng,South Africa,1,2022,October,27,Not Specified,1,4
Data Analyst,Giza Al Jizah Egypt,2022-11-10,Data Analyst,Giza Al Jizah,Egypt,1,2022,November,10,Not Specified,1,4
Data Analyst,South East South-East District Botswana,2022-11-22,Data Analyst,South East South-East District Botswana,Unknown,1,2022,November,22,Not Specified,1,4
Data Analyst,Dakar Dakar Region Senegal,2022-11-23,Data Analyst,Dakar Dakar Region,Senegal,1,2022,November,23,Not Specified,1,4
Data Analyst - Junior,Nzalae/ Nzawa locations Kitui County Kenya,2022-10-24,Data Analyst,Nzalae/ Nzawa locations Kitui County,Kenya,1,2022,October,24,Junior,1,1
Data Analyst,Johannesburg Gauteng South Africa,2022-11-22,Data Analyst,Johannesburg Gauteng,South Africa,1,2022,November,22,Not Specified,1,4
Data Analyst,Cairo Cairo Egypt,2022-09-18,Data Analyst,Cairo Cairo,Egypt,1,2022,September,18,Not Specified,1,4
Junior Data Analyst,Centurion Gauteng South Africa,2022-11-21,Data Analyst,Centurion Gauteng,South Africa,1,2022,November,21,Junior,1,1
Data Analyst,Cape Town Western Cape South Africa,2022-10-22,Data Analyst,Cape Town Western Cape,South Africa,1,2022,October,22,Not Specified,1,4
Data Analyst,Sousse Sousse Tunisia,2022-11-23,Data Analyst,Sousse Sousse,Tunisia,1,2022,November,23,Not Specified,1,4
Data Analyst,Cape Town Western Cape South Africa,2022-11-16,Data Analyst,Cape Town Western Cape,South Africa,1,2022,November,16,Not Specified,1,4
Data Analyst,Rustenburg North-West South Africa,2022-10-19,Data Analyst,Rustenburg North-West,South Africa,1,2022,October,19,Not Specified,1,4
